ID;s1i1;s1i2;s1i3;s1i4;s1i5;s1i6;s1i7;s1i8;s1i9;s2i1;s2i2;s2i3;s2i4;s2i5;s2i6;s2i7;s2i8;s2i9;s3i1;s3i2;s3i3;s3i4;s3i5;s3i6;s3i7;s3i8;s3i9;s4i1;s4i2;s4i3;s4i4;s4i5;s4i6;s4i7;s4i8;s4i9;s5i1;s5i2;s5i3;s5i4;s5i5;s5i6;s5i7;s5i8;s5i9;s6i1;s6i2;s6i3;s6i4;s6i5;s6i6;s6i7;s6i8;s6i9;s7i1;s7i2;s7i3;s7i4;s7i5;s7i6;s7i7;s7i8;s7i9;s8i1;s8i2;s8i3;s8i4;s8i5;s8i6;s8i7;s8i8;s8i9
180390FPRV166;1;4;4;2;1;1;2;2;4;3;1;3;4;4;3;4;4;1;4;3;2;2;2;4;4;4;4;2;3;3;4;4;4;2;3;2;3;1;3;2;4;4;2;3;4;2;2;2;4;3;2;3;4;3;3;4;2;2;2;3;2;4;3;5;2;3;3;4;4;4;3;3
180487FPAG211;2;3;4;3;2;2;3;2;4;2;2;3;4;5;4;5;4;2;2;5;2;2;1;3;5;4;5;4;3;3;5;5;4;1;2;1;3;4;4;1;3;3;2;1;3;2;2;2;4;2;4;4;5;5;3;4;3;2;3;3;2;4;3;4;2;1;3;4;2;4;4;2
180688MPSA152;2;4;2;2;2;1;4;2;4;5;1;1;2;5;2;2;5;1;2;4;2;5;5;2;5;5;5;3;2;2;1;3;1;1;1;1;2;3;3;1;1;3;1;1;4;5;2;2;3;2;3;4;4;4;3;4;3;2;2;3;4;5;2;4;3;2;3;4;4;5;2;4
180890ffdf187;1;2;5;2;2;3;5;1;5;5;2;2;2;5;5;5;4;1;1;4;2;1;2;4;5;5;5;3;4;3;5;4;2;1;1;3;1;3;3;1;2;3;2;1;3;4;1;2;5;1;1;4;5;5;4;4;3;2;5;5;5;3;3;5;5;5;1;2;5;5;1;1
180987MFOP183;2;1;1;1;2;1;4;3;2;4;1;1;5;5;4;3;3;1;5;2;1;1;1;4;5;5;5;2;2;3;5;5;5;1;1;1;5;2;5;1;2;2;1;1;5;2;1;1;5;2;1;3;5;5;4;4;3;1;1;1;1;4;5;1;2;2;5;5;4;1;3;1
181188FBRP071;4;2;4;3;1;2;3;2;4;3;1;1;5;5;5;5;5;1;5;4;1;1;1;5;5;4;4;3;4;3;5;5;3;1;1;1;3;3;5;2;1;1;2;1;5;2;1;2;1;1;3;4;5;5;3;4;2;2;1;2;1;5;5;5;3;3;5;5;3;1;3;2
181189FFSL068;2;4;3;2;2;3;4;1;2;3;2;2;4;3;3;3;2;2;4;4;3;2;3;4;4;2;3;2;2;3;3;4;3;4;3;4;2;2;2;3;3;4;3;2;4;2;3;3;3;2;3;4;2;3;2;4;2;3;2;2;2;4;3;2;4;2;2;4;4;4;4;3
190288FRGG238;1;3;4;2;2;3;4;2;1;4;2;2;3;4;2;2;2;1;4;5;2;3;3;5;4;1;2;4;4;2;4;5;4;2;2;1;1;5;1;2;4;4;2;3;1;1;2;4;2;3;2;2;4;3;4;4;2;1;2;2;2;5;4;4;2;4;2;4;4;4;3;4
190295FBRM138;3;4;2;4;2;2;4;1;3;3;1;2;4;4;3;3;4;2;3;4;2;3;2;3;4;3;2;4;3;3;4;4;3;2;1;2;2;3;4;2;2;3;2;2;4;4;2;2;4;2;3;3;4;4;3;4;3;2;2;2;2;4;4;4;2;2;3;3;2;3;3;2
190790FCAA179;4;4;3;5;2;3;4;2;3;3;2;2;4;4;3;4;3;2;4;5;2;2;1;3;4;4;5;3;2;3;4;3;2;2;3;2;4;4;4;1;1;3;2;1;5;3;2;2;4;2;3;4;4;4;2;4;1;2;2;3;2;5;5;4;2;2;2;4;3;3;4;2
190889FBLM121;1;2;3;1;3;2;4;1;3;4;1;1;5;5;2;4;3;1;4;4;3;1;2;1;4;3;4;3;4;3;4;5;3;1;2;2;2;4;2;2;3;4;3;2;4;2;2;2;3;4;2;4;5;2;3;4;2;2;3;2;1;4;3;4;2;2;4;2;3;4;4;2
190987MLDA110;2;2;3;4;2;2;3;2;4;2;2;2;4;2;3;2;4;2;2;4;2;3;4;4;4;2;2;2;2;2;4;3;2;1;3;4;5;4;4;2;2;2;2;1;4;4;2;2;3;2;4;4;5;4;3;4;4;2;2;3;2;4;4;4;2;2;3;4;2;2;3;2
190990FCSG072;1;1;5;1;1;2;2;1;4;4;1;2;5;3;3;4;3;3;3;4;2;2;1;3;5;4;3;3;4;4;4;4;4;1;2;2;3;5;4;2;1;2;2;1;3;2;2;2;1;2;3;2;2;4;2;4;2;1;2;2;2;4;4;4;2;1;3;3;2;2;4;3
191180FFLG137 ;1;2;2;2;2;2;4;4;2;2;3;3;3;2;4;3;3;3;3;4;4;2;3;3;4;2;3;3;3;4;4;4;3;2;3;2;4;4;2;2;3;3;4;2;3;2;2;2;4;2;3;4;4;4;3;4;3;2;3;2;2;4;3;4;2;2;4;3;2;4;3;2
191290FBIF156;2;2;3;1;4;3;4;2;4;4;2;2;4;4;4;4;4;2;4;4;2;2;2;4;4;4;4;3;2;4;4;3;4;1;2;1;4;2;4;2;3;3;2;1;5;2;2;2;4;2;3;4;4;4;4;4;2;1;4;3;2;5;4;2;4;2;4;4;2;1;4;2
191290FCLE196;3;2;4;4;2;3;2;2;3;2;3;4;3;4;4;4;3;2;4;3;2;2;2;4;5;2;5;3;3;2;4;4;3;2;2;2;2;4;3;2;4;4;4;3;2;2;3;4;2;2;3;2;2;4;3;4;2;2;2;2;2;4;4;2;3;2;2;2;4;4;3;5
191290FMEF163;2;3;4;2;1;1;5;1;3;2;2;1;4;5;4;4;4;2;4;4;2;2;2;4;4;4;4;3;4;2;4;5;2;1;1;2;2;4;5;1;4;3;3;1;4;1;2;2;4;4;2;4;4;2;3;4;2;1;2;2;1;5;5;3;3;2;3;5;2;3;4;4
200793STMA902;3;5;3;4;5;5;2;3;1;2;5;4;2;1;3;1;2;5;3;2;3;4;5;3;5;1;1;3;2;3;2;2;3;5;4;1;4;2;2;4;5;3;4;3;1;4;4;4;2;4;4;2;2;2;2;2;5;3;4;4;4;2;1;5;1;5;1;5;1;5;3;5
201090FGLW182;4;4;3;1;1;1;5;3;4;3;1;1;3;4;3;4;4;1;4;5;2;2;2;4;3;4;3;1;3;4;4;4;3;1;1;1;3;4;5;2;3;3;2;1;5;2;2;1;4;3;3;4;3;2;3;4;1;1;1;2;1;4;5;4;3;3;5;4;3;2;4;3
201188FBDG119;4;3;3;2;4;4;4;2;4;1;2;2;4;5;3;4;4;3;2;3;3;2;2;4;5;2;3;1;2;4;5;5;3;2;2;2;3;2;2;1;4;2;2;1;3;3;2;2;4;3;4;3;4;4;2;3;2;1;4;4;3;5;2;5;4;2;4;4;4;4;4;4
210191FPAG015;4;2;5;3;3;3;4;2;3;3;2;2;4;4;3;4;4;2;3;4;2;2;2;3;4;4;4;2;4;3;4;4;3;2;2;2;3;4;4;2;2;2;2;2;4;2;2;2;4;2;3;4;4;4;3;4;3;2;2;3;2;3;4;4;4;3;4;4;3;2;4;2
210687MPBG109 ;3;2;2;3;1;1;4;3;4;4;2;2;4;4;3;3;3;1;3;3;4;2;2;2;4;3;4;4;3;2;4;4;3;2;3;1;3;3;4;2;2;2;2;3;5;3;2;2;4;2;3;4;4;5;3;4;3;2;2;2;2;4;5;2;4;2;4;4;4;2;3;1
210991MPCF246;3;4;4;4;4;3;4;3;3;3;3;2;4;3;4;4;3;2;4;3;4;4;2;4;4;4;2;2;2;3;3;3;2;3;2;4;3;3;2;3;4;4;4;1;2;3;2;2;3;2;2;2;4;4;4;3;3;3;3;4;3;4;3;4;4;2;2;3;4;4;2;4
211289FBRH107;2;2;3;2;1;2;4;1;2;3;1;3;4;4;3;4;3;1;3;4;2;2;1;4;4;3;4;3;4;3;4;4;3;1;2;2;3;4;3;2;1;3;1;2;5;2;1;2;4;1;3;4;3;5;3;4;3;2;1;3;2;4;4;3;4;2;4;4;4;3;4;3
220396FBSC108;2;2;3;2;2;3;4;2;2;4;2;2;4;4;3;4;4;2;4;4;2;2;2;3;4;3;4;3;3;3;4;2;4;2;2;2;3;4;4;2;3;3;2;2;4;3;2;2;4;2;4;2;4;4;2;4;2;2;3;3;2;4;4;2;3;2;4;4;2;4;2;2
220594MBLF109;1;1;5;3;3;3;5;1;2;2;2;1;3;4;3;4;4;1;4;3;2;3;3;4;5;3;2;3;3;3;5;5;3;2;2;4;2;3;4;2;3;3;3;1;2;1;2;3;3;4;2;3;4;3;3;3;2;1;2;2;1;4;3;4;2;5;3;3;3;2;4;4
221087FPDM143;1;2;5;4;1;2;2;1;2;4;1;1;5;3;2;2;2;2;2;2;4;4;2;3;4;4;3;5;5;1;5;5;2;1;2;4;1;5;2;1;2;2;2;2;2;3;2;3;4;2;4;4;3;2;4;5;4;1;1;1;1;3;2;4;2;1;2;4;2;4;4;4
221188FFSL153;4;3;3;4;2;2;4;3;4;1;4;3;3;4;1;3;3;2;3;3;2;2;1;3;4;1;3;4;2;3;2;5;2;3;3;2;2;2;2;4;4;3;4;3;4;1;2;3;4;3;2;2;5;3;2;4;3;3;4;4;4;4;3;4;2;4;2;3;3;5;2;4
221189FFAA123;2;3;2;4;2;2;2;2;4;3;2;2;2;4;3;4;4;1;4;3;3;2;1;4;3;3;4;2;3;4;3;4;3;1;3;2;2;3;4;2;2;2;2;1;5;2;2;3;3;2;2;4;4;4;3;4;2;2;3;3;2;4;3;4;2;2;2;4;2;4;3;1
230189FEMP051;4;2;4;2;1;1;2;1;5;5;1;1;5;5;4;1;4;1;4;5;1;1;1;4;5;5;5;3;4;3;5;5;4;1;1;1;5;4;5;1;1;1;1;1;5;3;1;1;1;1;2;5;5;1;3;5;2;1;1;1;1;5;5;3;4;2;5;5;2;1;2;1
230189MBAA176;5;4;1;3;3;2;3;4;3;3;2;3;4;5;3;3;3;2;3;3;3;3;2;3;4;2;4;2;2;3;4;2;3;1;2;4;4;2;2;4;3;2;5;3;2;2;1;2;3;2;3;4;5;4;3;4;3;2;2;2;1;4;2;5;2;4;2;3;2;4;2;4
230865MFMR002;4;4;2;2;1;1;5;4;1;5;1;1;5;5;3;4;4;1;3;5;1;1;1;2;4;4;5;4;4;4;4;4;4;1;1;1;4;4;4;1;1;1;1;1;5;4;1;1;1;1;1;4;5;5;3;1;5;1;1;2;2;2;5;2;2;2;4;4;3;4;5;1
230886MTTD143;2;4;5;4;3;3;4;2;3;3;1;1;5;4;3;3;5;1;3;4;2;1;1;3;5;4;5;5;4;3;5;5;3;1;1;1;4;4;4;2;3;3;2;2;1;2;1;3;4;2;4;4;4;5;3;4;3;1;1;2;1;3;5;3;2;1;3;3;3;4;4;4
230887MOLF077;1;4;2;4;4;1;2;3;2;4;1;1;5;2;5;2;1;5;5;5;5;4;1;4;5;2;4;2;5;3;5;5;3;1;3;2;5;5;2;1;4;3;3;1;5;1;1;2;5;2;1;5;5;4;1;5;3;1;4;2;4;2;4;2;1;1;5;2;4;4;5;3
230988MCIC230;2;3;5;3;3;3;3;1;3;4;3;3;4;4;3;4;4;3;4;3;3;2;4;4;4;4;4;4;3;3;5;3;4;1;2;3;3;4;5;4;3;3;3;2;4;2;3;1;3;2;3;3;4;4;3;3;3;1;3;3;2;4;3;4;2;3;4;4;3;2;3;2
230989FBLN023;3;4;3;2;2;3;2;3;2;2;3;4;2;2;2;2;2;2;3;2;2;3;4;3;3;3;2;2;2;2;3;2;3;3;3;4;3;3;4;2;3;2;3;2;3;3;3;4;3;4;3;2;4;2;3;3;3;3;3;2;2;4;4;4;2;3;2;2;3;4;3;4
231195MPRA102              ;2;4;3;4;2;3;3;2;1;1;1;1;3;2;4;3;2;1;2;2;2;1;1;4;4;3;5;1;2;3;1;1;3;4;2;5;2;4;4;2;4;4;2;1;2;2;2;3;3;4;2;3;4;2;3;2;5;2;4;2;2;5;1;5;2;1;1;4;2;5;1;1
231285FMG178;2;2;1;5;2;4;4;1;2;2;1;1;4;2;2;4;5;2;2;4;1;4;4;4;4;4;2;2;2;2;4;4;5;5;5;4;4;5;5;1;1;1;2;1;4;1;4;4;4;2;4;4;2;1;4;5;2;1;1;1;1;4;5;4;2;1;1;5;4;1;4;1
240485FPSG092;2;2;2;4;1;2;4;3;2;3;2;1;4;2;2;3;3;2;3;4;2;1;1;3;4;3;2;3;3;4;4;4;2;1;1;1;3;2;3;1;1;3;1;1;2;2;1;2;4;4;2;4;4;2;4;4;2;1;1;2;1;4;3;3;4;2;4;4;2;4;4;3
240783FPDM113;2;3;4;2;1;2;4;3;4;4;4;2;3;4;3;4;2;2;2;4;2;1;1;1;4;3;4;4;4;4;4;4;4;2;2;2;3;4;4;2;2;2;2;2;4;3;2;3;4;2;4;4;4;4;3;4;4;2;2;2;2;4;4;4;4;1;4;4;2;2;4;2
241084FBFD177;5;2;2;1;1;2;5;4;5;2;1;1;5;5;5;5;5;1;4;4;1;1;1;4;2;2;5;2;5;4;5;5;3;1;1;1;5;5;5;2;3;2;4;1;5;1;1;1;5;2;4;4;5;5;3;4;1;1;2;3;1;5;4;4;2;3;4;5;1;1;5;1
241090FFAF293;2;2;3;2;4;2;4;3;2;2;2;3;4;4;3;3;4;2;4;3;2;2;4;4;4;2;3;2;3;3;4;2;4;2;3;2;4;4;4;3;4;4;3;3;3;2;2;2;4;3;3;4;4;3;3;4;3;2;4;3;2;4;2;2;3;2;1;2;4;4;3;4
250290FCLG034;2;3;1;4;3;3;4;2;3;2;3;2;3;4;2;5;3;1;2;4;1;1;1;4;5;3;4;3;4;4;4;5;2;1;2;1;2;4;4;2;1;2;2;1;5;2;2;1;4;2;3;4;4;4;2;4;3;2;1;3;2;4;5;4;4;2;4;2;3;4;4;3
250788FBGV130;1;4;3;3;1;4;4;3;2;4;1;1;3;4;3;5;3;2;3;4;2;1;1;3;4;4;4;4;4;4;4;4;3;2;2;3;3;4;2;2;2;2;3;2;4;3;2;2;4;2;3;4;4;4;3;4;3;2;1;1;1;4;4;3;2;4;3;4;3;4;4;3
250790MAAPL10;2;2;1;3;4;3;4;2;4;4;2;2;4;4;4;4;4;1;3;4;2;2;2;4;4;4;4;3;4;3;4;5;4;1;1;1;2;3;3;2;1;1;5;3;5;1;4;3;2;4;3;3;3;2;1;4;3;2;1;1;1;5;5;5;2;1;3;4;3;4;3;4
250792FILL364;2;4;4;2;3;3;5;2;5;4;1;3;3;5;2;4;5;1;2;3;3;4;4;5;3;2;4;2;2;3;3;3;4;4;4;4;4;5;5;1;3;3;1;1;5;2;2;4;2;4;2;4;4;5;2;4;4;1;4;4;2;4;5;4;2;4;3;2;4;4;3;4
250886MFSA355;3;4;1;2;4;4;3;3;2;2;3;5;5;5;3;4;2;1;3;4;4;3;1;4;5;2;4;3;2;2;5;3;3;1;4;3;3;3;2;4;4;4;4;2;2;3;2;3;4;4;3;4;3;3;3;4;4;3;2;2;3;4;5;4;1;2;2;4;4;4;3;3
251097FFGV227;3;4;5;2;3;1;2;1;2;4;1;1;3;3;5;4;2;3;4;5;3;1;2;5;5;5;5;5;3;3;5;5;5;1;3;5;5;1;5;1;3;2;1;1;5;1;1;1;5;3;4;3;3;4;4;4;3;1;3;1;2;3;1;4;5;2;4;5;3;1;5;2
260186FBGN109;2;4;3;4;4;3;4;1;2;3;2;2;3;5;3;4;3;1;3;4;2;3;1;3;4;4;5;4;4;4;4;5;2;1;1;1;3;4;4;1;2;2;2;1;2;3;2;2;4;2;4;4;4;4;4;4;2;3;2;2;2;5;4;4;4;2;2;2;3;4;4;4
260190FBGV132;3;4;4;4;3;3;3;2;3;4;1;1;5;4;3;2;5;1;3;4;1;1;3;4;4;3;3;3;3;4;4;4;3;1;1;1;3;3;4;3;4;4;3;2;4;3;2;2;4;2;3;4;4;3;3;3;3;2;2;3;2;4;4;4;4;2;4;4;3;4;5;3
260281MCCD352;4;2;4;2;2;2;4;2;3;4;1;2;3;2;2;3;4;2;3;4;2;2;3;2;4;3;3;2;2;4;4;4;4;1;2;2;4;4;3;2;3;3;2;2;2;2;2;2;4;3;2;4;4;4;4;4;2;2;2;2;2;4;4;4;4;3;3;4;3;3;4;3
260290FPSA240;2;4;2;2;3;4;2;1;2;2;2;2;5;5;3;4;4;1;4;5;1;1;1;1;5;5;5;2;4;4;5;5;3;1;1;1;5;5;5;1;1;1;1;1;5;2;1;1;5;1;1;4;5;5;2;4;1;1;2;2;2;4;5;4;2;2;4;4;4;3;5;2
260467FCVE160;1;4;3;4;3;3;4;2;4;5;1;3;1;5;4;5;2;1;2;4;2;2;1;3;5;2;5;3;5;4;5;4;2;1;1;4;5;5;5;1;1;2;2;1;4;4;1;3;4;2;5;4;4;4;1;5;5;1;1;1;1;2;5;5;4;1;3;5;2;4;4;1
260488FLSG087;3;2;3;4;4;3;2;1;4;4;2;2;3;4;2;3;2;2;2;2;2;2;2;4;3;3;2;2;3;3;4;4;4;2;2;2;2;3;4;2;3;3;2;2;3;2;2;3;2;2;2;2;2;4;3;3;2;3;2;2;2;4;4;3;4;2;4;3;4;3;3;3
260790FBLM041;2;4;4;2;2;4;4;2;2;4;2;1;5;5;4;4;4;2;4;3;2;1;2;2;4;4;4;4;3;4;4;4;4;1;1;1;4;3;4;2;1;1;1;1;5;3;2;2;2;2;2;3;4;4;2;3;2;2;2;2;2;4;4;4;3;2;4;4;2;2;4;2
260890FLMG296;4;4;3;4;3;3;4;3;2;4;2;2;4;4;3;4;4;2;2;4;3;2;2;4;4;3;4;3;3;4;4;4;3;2;2;2;2;4;4;2;2;2;3;2;3;3;3;4;3;4;3;3;3;2;4;4;5;4;3;3;2;3;4;4;2;3;2;4;2;3;3;3
260987MFDF018;2;2;4;4;4;3;4;2;4;2;3;2;4;2;4;4;4;2;2;4;2;2;4;4;3;3;2;2;4;4;4;4;4;2;2;3;5;4;2;4;4;4;4;2;2;2;2;3;4;4;4;4;3;2;3;4;3;2;2;2;2;4;2;4;4;2;2;3;3;4;3;4
261089FFGA197;3;2;4;3;2;3;4;3;3;2;2;3;4;4;2;3;3;2;4;4;3;2;3;4;4;3;4;3;4;3;4;4;2;1;2;1;3;4;4;1;2;3;2;1;4;2;3;3;4;4;2;3;4;2;2;4;3;1;2;1;1;4;4;4;2;2;4;4;3;4;5;3
270287MPFA134;4;4;3;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;2;3;4;3;2;2;4;3;2;2;3;2;3;3;3;3;4;3;4;3;4;4;4;2;3;3;2;3;3;4;2;4;4;3;3;4;3;4
270291FECD030;2;2;4;4;2;3;4;1;2;4;2;2;4;5;4;4;3;2;2;2;3;3;4;4;4;2;2;3;4;2;3;5;4;1;1;2;4;5;4;3;4;5;2;1;2;2;2;4;4;3;2;2;4;2;4;4;4;2;2;2;1;4;4;3;3;2;1;2;3;4;4;3
270493FGAG205;2;4;1;3;2;3;2;2;2;4;1;2;3;2;3;4;3;2;2;4;3;2;4;4;2;2;4;5;2;3;3;4;3;1;3;4;1;4;5;1;3;4;1;1;2;1;2;2;3;3;4;4;4;4;1;5;4;2;1;3;1;3;3;4;3;3;2;2;3;4;2;4
271095FLFB337;4;4;2;4;2;4;3;3;4;2;2;2;4;2;4;3;2;3;4;4;2;2;3;5;4;3;2;2;2;3;2;3;4;3;3;4;5;3;4;2;2;4;2;1;4;2;2;2;4;3;2;4;4;3;2;4;2;2;2;3;2;4;2;4;2;3;2;3;4;3;3;4
271095FLFB340;2;2;3;1;1;2;4;3;4;4;2;1;4;5;3;4;4;1;4;4;1;1;2;3;4;4;5;2;3;3;4;4;2;1;3;2;4;4;5;2;4;3;1;1;2;2;2;1;2;1;4;3;4;5;3;4;2;1;4;3;1;5;2;4;3;1;2;4;2;2;3;2
271189FPAM100;4;4;2;3;3;2;2;2;3;4;2;2;4;4;2;4;3;1;3;4;3;3;2;3;2;3;2;3;3;3;4;2;3;2;2;2;2;3;4;2;4;3;3;2;9;3;3;2;3;2;4;4;4;4;4;4;2;2;3;2;2;3;4;4;2;3;3;3;2;4;3;2
280289FPSA098;4;2;4;3;2;3;4;2;4;2;2;2;2;4;3;4;4;1;3;3;2;1;3;4;4;4;5;5;4;3;5;4;4;1;1;1;5;5;5;2;2;3;1;1;5;2;3;2;3;5;3;4;4;5;2;4;3;2;1;2;2;3;5;3;4;1;2;4;3;2;4;1
290491FRGG263;1;4;2;3;3;4;4;3;3;3;2;3;4;3;3;3;3;4;3;3;2;2;4;4;4;3;4;4;4;2;4;4;3;2;2;3;4;4;2;2;4;4;2;3;2;2;2;4;2;4;3;2;3;2;2;3;3;2;3;3;2;4;3;2;4;2;3;2;3;4;3;4
290689FPLM188;1;2;4;1;1;1;4;5;3;3;2;2;2;4;5;3;3;2;4;3;4;2;3;4;4;3;2;2;4;5;5;4;2;2;2;3;3;4;4;1;1;4;3;1;1;3;1;2;5;2;3;5;5;5;1;3;1;2;2;3;3;5;1;2;1;5;3;3;3;4;3;5
290889FPSA158;2;3;2;1;4;3;2;4;2;3;2;3;3;2;3;3;2;3;3;3;4;3;3;4;4;3;2;3;3;2;2;2;3;2;4;4;5;5;4;1;4;4;1;2;1;2;2;3;4;4;2;3;3;2;3;2;4;2;3;3;3;2;2;3;1;2;3;2;3;4;3;4
290890FBPP102;2;3;2;4;3;3;2;2;2;4;2;2;5;5;3;3;5;1;5;3;3;1;2;4;5;3;3;3;2;2;3;4;3;1;1;1;5;4;2;2;3;4;3;1;2;2;2;2;4;2;3;3;5;5;4;4;1;1;2;2;2;4;5;2;2;2;5;4;4;4;3;3
291190FDYB365;2;4;4;2;2;3;3;2;2;2;1;1;4;4;3;3;4;1;3;4;1;2;2;3;1;4;4;3;2;3;4;3;4;1;1;1;2;3;3;2;2;1;4;1;3;1;2;2;2;1;3;3;4;4;3;4;2;1;3;3;1;3;4;4;4;2;4;4;3;3;4;3
300189FLFE182;2;2;5;2;4;4;3;1;2;5;2;1;5;2;4;4;2;2;4;3;2;1;4;2;4;4;2;2;4;3;4;4;2;1;2;2;3;2;4;3;4;3;4;1;2;4;2;1;2;2;4;4;5;3;4;4;3;3;3;1;2;3;2;4;2;1;4;4;2;4;3;2
300591FFZP117;3;4;3;2;3;2;3;4;2;4;2;2;3;4;3;4;4;2;3;4;4;2;2;4;4;3;5;2;3;4;4;3;2;2;2;3;3;4;4;2;2;2;2;2;5;2;2;2;4;2;3;4;4;4;2;4;4;2;2;2;1;4;4;4;2;4;4;3;3;4;4;3
300686FFZP102;2;4;5;1;1;1;4;3;2;4;1;1;5;5;3;4;4;1;1;5;1;1;1;2;5;2;5;2;5;5;5;5;4;1;1;1;2;2;1;1;4;3;4;4;2;5;1;1;5;1;5;2;4;5;5;5;3;1;1;1;1;4;4;1;2;2;1;1;1;5;4;5
300687MTGP106;3;4;3;2;3;3;4;2;3;3;2;2;4;4;3;3;4;2;3;3;3;2;3;3;4;3;4;3;3;2;4;4;3;2;2;2;3;4;2;2;3;4;2;2;2;2;2;1;1;3;3;3;4;3;4;4;3;2;4;3;1;4;3;3;4;3;2;2;3;4;3;4
300989FFAA036;3;2;5;2;2;2;4;1;2;3;2;2;4;4;3;4;3;2;3;4;2;2;2;2;4;4;4;3;3;4;4;4;3;2;2;2;3;4;4;2;2;2;2;2;4;2;2;2;2;2;3;4;5;4;4;4;2;2;2;2;2;4;4;4;3;2;3;4;3;2;4;2
300992FBLN185;4;4;2;2;4;3;5;2;2;2;2;2;4;4;3;3;3;2;3;4;3;2;3;4;5;3;2;2;2;3;4;2;3;3;1;2;1;4;4;2;2;2;2;1;5;1;2;4;4;3;3;2;4;2;4;2;3;1;2;2;2;5;3;5;1;3;4;3;2;1;4;4
310191FNDM294;1;5;2;2;1;1;1;1;1;2;1;1;4;4;2;2;4;1;4;4;1;1;1;4;5;3;4;2;2;4;5;4;2;1;1;2;4;4;2;1;1;1;3;1;3;1;1;1;4;2;2;4;4;4;3;4;3;1;1;1;1;4;4;1;4;1;5;4;3;2;5;1
310366FFRD262;1;2;2;4;2;1;4;5;4;3;1;2;4;4;3;4;4;2;2;4;2;2;2;2;4;4;4;4;4;4;4;4;2;1;2;2;2;2;4;2;2;2;2;2;4;3;2;2;4;2;3;4;4;4;4;3;3;2;2;2;2;4;4;4;2;2;4;4;4;2;4;2
310790FPMA127;4;3;2;4;4;2;3;2;3;3;2;2;1;3;3;3;4;2;2;4;2;2;3;2;4;4;3;4;3;3;4;3;2;2;2;2;4;3;4;2;2;2;1;2;3;3;1;2;4;3;3;3;4;3;3;3;2;2;2;2;1;4;3;4;4;2;3;4;2;1;3;2
310890MFTS034;2;2;3;2;2;4;4;2;2;2;2;2;4;5;3;4;3;1;3;4;2;3;2;4;4;3;4;2;4;4;4;4;2;2;2;2;2;2;2;3;4;4;3;2;2;2;2;2;4;2;3;3;4;4;3;4;2;2;2;3;2;4;2;4;2;2;2;3;3;2;3;2
